Restaurant,Reviewer,review,stars,Metadata,Time,Pictures,7514,food,service,hygiene,ambiance,price
The Fisherman's Wharf,Himanshuwadhwa11,"One of the best restaurants visited till date in HYD. The have amazing ambience, delicious food and extremely courteous staff.
They are pro at making all the different delicacies and try to make sure that the customer walks out satisfied.
It is a must visit restaurant and has amazing North Indian food specially Dal Makhni and Paneer Butter Masala. The desserts are also amazing. All in all complete value for money.",5,"5 Reviews , 1 Follower",5/25/2019 17:56,0,,1,1,0,1,1
The Fisherman's Wharf,Jasmin,"Special occasions call for unique celebrations accompanied by some fantastic fare. Dinner last night at Fisherman’s Wharf was one such memorable experience. Spread across an acre, with multiple dining sections carved around the garden courtyard it transports you to the coast. We choose to sit in one of the Mangalore tiled pavilions with mist fans and earthy furniture.

Now coming to the food, started with the masala fried prawns marinated in toddy vinegar. Accompanied by these soft paos the prawns with a hint of tanginess were one of the best I have had in recent times. Chicken xacuti with boneless chicken pieces wrapped in a robust spices was scrumptious and went very well with both the tandoori roti and the pao. Goan style coconut base fish curry which came along with rice was enjoyable but not exemplar.  

Sweet ending with the classic bebinca along with vanilla ice-cream  to complete the meal. The setting, food, and moreover the gracious service made it a top notch experience for us. After redemption of the Zomato Gold offering we paid 1474 for three adults and one child",5,"120 Reviews , 562 Followers",5/22/2019 16:55,0,,1,1,0,1,1
The Fisherman's Wharf,Arunraj R,Undoubtedly the best restaurant in Gachibowli. Get a fresh fish masala . You will love it for sure.Sit at the roof top and enjoy nicenbreezy air and feel of Goa,5,"10 Reviews , 64 Followers",5/21/2019 23:09,0,,1,0,0,1,0
The Fisherman's Wharf,Ruby Mathews,"If your a lover of seafood and Goa's vibes and charm, this place is definetly a must try, a good Weekend option for a lazy lunch.
They have a huge variety of sea food cuisine, live counters, live music, a bar section, lots of activities for kids and ofcourse the elders too, the vibes of this place will make you fall in love with it.
Ps: choose the outdoor seating for a lively atmosphere, ofcourse have the weather of hyderabad in mind too depending on the season.",4,"18 Reviews , 86 Followers",5/21/2019 13:18,1,,1,0,0,1,0
The Fisherman's Wharf,Mula Renuka,"This place is very huge and rustic and gives you the real Goa vibe. You sure would get amazing non veg and sea food but they have good veg options as well and in my five to six visits to this place I have covered the entire vegetarian menu. It’s mouth watering and delicious.
They also have live music on Friday s",4,"6 Reviews , 6 Followers",5/20/2019 20:53,0,,1,0,1,1,0
The Fisherman's Wharf,Arpa Ghosh,"On a Sunday evening, my wife got some serious cravings for sea food. So the first name that came to my find was ""Fisherman's Wharf"". On my last trip to Goa, I had the opportunity to visit their outlet near Mobor beach(South Goa). I won't say that I had an awesome food experience, but I was blown away by their ambiance! Although they have opened an outlet in Hyderabad, for quite sometime , but somehow we were yet to visit. So on Sunday 19th May, 2019, it was time for redemption. We visited the place around at 8:30 pm in evening , and by just watching the sheer numbers of cars parked, I could figure out that it was a full house!

Ambiance
===========
At the reservation table, we were courteously greeted. Then we were taken inside and had our indoor seat at ""Panjim"" restaurant. We would had loved an outdoor or upper deck seats, but unfortunately all were reserved! Starting from decors, live music, the lighting, well all I could say was that place was lively! The ambiance may not be as good as their South Goa outlet, but its not lagging that far, either! Ratings - 4/5.

Service
===========
As we were seated indoors at the ""Panjim"" restaurant, Himanshu was in-charge of our table. He was polite , courteous and efficient.  He was prompt in taking the order for us and the food came literally in no time. Top-notch! Ratings - 5/5.

Food
===========
Ta-da, here comes the big deal! My wife had prawn curry rice and I had fish and chips.   The prawn curry had thick gravy, prepared with coconut milk and Goan spices and tasted yum!  It was served with steamed rice. For the fish and chips fillet, well the size of the fillets was really generous and tasted really well. It was served with tarter dip! I was really impressed with the food, and now that we can get the coastal flavors  here in Hyderabad, is a pure bliss! Ratings - 4.5/5.

Value for Money
=============
Hmm, its a very important point! Is the food served, worth the price? Absolutely yes! My bill was just around a thousand bucks for the amazing dinner, and I am not complaining! Ratings - 4/5.

Lets calculate,

Rating = (Ambiance + Service + Food + VFM)/4 = 4.375

Final Thoughts

============= 
If you love live music, Goan shack kinda experience and good sea food, then its a must visit! Probably one of the best place to chill out in Hyderabad.",4,"32 Reviews , 70 Followers",5/20/2019 10:28,5,,1,1,0,1,1
The Fisherman's Wharf,Pratiksha Sable,Visited this place about a month ago and they weren't very accommodating as we had our 5 month old baby with us which led us to walk out ASAP. They were relatively low on customer service with us but no complaints about the food. Tried the fish&chips and prawn curry with rice last week and was decent.,2,1 Review,5/20/2019 10:22,0,,1,1,0,0,0
The Fisherman's Wharf,Deepak Raj,"One of the best fine dining restaurant in Hyderabad . Superb ambiance and great service. I personally loved the place and the way they treat .

Tried spring roll, Tempura squid ,Drums of heaven and fish nam prik pao. Fish tasted awesome. Overall starters were great and you will not be disappointed.

Coming to main course ,tried mixed veg pulao and Dak bungalow chicken. Pulao could have been better. One more problem is you need to pay for raita or gravy to go with pulao.

Overall one will enjoy the ambiance and food. Better to have a reservation during weekends.

Ambiance--5/5

Taste--4/5

Quality and Quantity --4/5

Service--5/5

Presentation--4/5",4,"42 Reviews , 619 Followers",5/18/2019 19:14,8,,1,1,0,1,0
The Fisherman's Wharf,Tanvi Garg,Food is great here. Surprisingly even veg food was good. we ordered variety of veg and non veg starters and food was simply awesome. Their staff is very coordial too. Live music and the goa feel adds to lot of fun. I believe the photographs talks itself for amazing ambience they have to offer.,5,"11 Reviews , 4 Followers",5/18/2019 15:34,0,,1,1,0,1,0
The Fisherman's Wharf,Upasana Motani,"Great ambiance, its a theme from Goa but I'd say its better than Goa itself.
The food was amazing, the service was great, and everything was organized.
My favorite dish out of all would be their pasta.

Would definitely love to visit again.",5,3 Reviews,5/18/2019 3:04,0,,1,1,0,1,0
The Fisherman's Wharf,Sawan Suman,"Goan themed restaurant with great picturesque view and vastly spread. Great place to chill all around the day. The price is a bit on the higher side.
Ordered Zafrani Paneer tikka , amritsari fish tikka and butter garlic prawns for starters. Fish tikka was okayish, paneer nice and the prawns were delicious.
Tried thai green chicken curry with Jasmine rice for main course along with butter/garlic naan, daal tadka and paneer butter masala. Loved the thao curry.
They offer multiple options in cocktails and mocktails, however the prices are a bit high on the pocket. Had the best long island ice tea till date.
All in all a great experience.",4,"12 Reviews , 7 Followers",5/16/2019 15:04,2,,1,0,0,1,1
The Fisherman's Wharf,JashwanthBoppana,"I have been there with my family. Mainly the ambiance and appetizers are just amazing.
Another main asset of the restaurant is the way there are presenting the food.",5,1 Review,5/16/2019 12:41,0,,1,0,0,1,0
The Fisherman's Wharf,Suvashri Dey,"Excellent ambience, great food and service... There starters, desserts and mocktails are absolutely delicious. The main course is above average. That's what makes this place a 5 star fine dining restaurant. They have different sections both open and covered and named under Goan beaches. They have a fresh catch section, from where you can choose fishes, crabs and lobsters and ask them to prepare it.",5,"14 Reviews , 5 Followers",5/15/2019 2:15,0,,1,1,0,1,0
The Fisherman's Wharf,Gautham Maheswaran,"Goan food at its best! This place is as good as it's sister outlet in Goa. Mimicking the Goan ambience, this place is breezy and beautiful for an evening dining experience.

The food had great flavours, brilliantly cooked juicy prawns and the coconut sambol like side just tingle your taste buds. The southern fish fry and masala fried prawns are a delight! Great lighting and courteous staff.

Tried the south indian fish curry and rice. Probably not the best I've had, but all the other dishes made up for this.

Must try: masala fried prawns, kadhai jhinga, mutton xacuti, pinwheel delight (mushrooms)

Would give it a 4.5/5 just because of the prawns!",4,"52 Reviews , 123 Followers",5/14/2019 8:44,0,,1,1,0,1,0
The Fisherman's Wharf,Sagarika Roy,The ambience is really good. The food is good and especially the starters are delicious. Butter prawns were the best. We were given a great service by Mr Naveen. Would definitely recommend this place.,5,1 Review,05/10/2019 18:50,0,,1,1,0,1,0
The Fisherman's Wharf,Mythreya Kommajoysula,"One of the best places to chill in Hyderabad after a long week’s hard work. Love the place, the ambiance reminds of Goa and the food definitely yes. I love the prawns and the sea food, especially the butter friend prawns and the prawn Balchoa. The drinks added for the flavour, I would recommend for a nice evening, but check the reservations before hand, the first time I went had to wait for more than 25 mins. Service is great. Overall a 5 star rating.",5,"24 Reviews , 74 Followers",05/10/2019 01:35,0,,1,1,0,1,0
The Fisherman's Wharf,Moge Basar,"Good for a nice Sunday brunch. The buffet for two is 1500 INR, and worth the deal, I'd say. The ambience is also great and you do get a lot of seating options. Would recommend.",5,"7 Reviews , 5 Followers",05/08/2019 23:17,0,,0,0,0,1,1
The Fisherman's Wharf,CA Sai Sita Bommakanti,"This place makes you feel like you are at the shore of a beautiful beach in goa, sipping on your favourite drink and just taking the whole feeling. Designed to make you feel like your on vacation, it ticks all the right boxes for a foodie like me. Different sections of the restaurants are named after various places in goa,making it a perfect place to feel like you are on a vacation. We had the potato rechado which was spicy and very flavourful.Mushroom tonak and Mix veg foogath with vegetable pulao was our main course which we enjoyed as well. It is the place if u want to try goan cuisine.",5,"8 Reviews , 18 Followers",05/08/2019 18:20,5,,1,0,0,1,0
The Fisherman's Wharf,Ravi Varma,"Perfect place for corporate dine outs. Had a great time with my team dinner. Wide variety of Goan dishes and other food as well as ""beverages"". A bit expensive but OK. The private space was good at 'Margarita lounge'",5,"13 Reviews , 7 Followers",05/08/2019 03:28,0,,1,0,0,1,1
The Fisherman's Wharf,Abhishek Kolpuru,Overpriced! Coming to the weekends they doesn't make the food tasty! Fish was not good there is no flavor at all I the food . And 3* only for the ambience,3,"24 Reviews , 21 Followers",05/07/2019 12:25,2,,0,0,0,1,1
The Fisherman's Wharf,Anjali Lal,The best place in Hyderabad. Ambience is par class. Food is nice and service is always nice. I love the live music too. I love love love it. Crowd is managed well.,5,"4 Reviews , 1 Follower",05/05/2019 13:19,0,,1,1,0,1,0
The Fisherman's Wharf,Harshet Agarwal,"Little Goa is what this place is.
the feel itself took me to goa in a jiffy
great place to chill with friends and colleagues
the seletion of items on the menu is epic
pork beef and seafood in the same restaurant in hyderabad is wonderful
this is my go to place in hyderabad now",4,"34 Reviews , 36 Followers",05/04/2019 15:57,0,,1,1,0,1,0
The Fisherman's Wharf,Amit Bikram Mohanty,A very good to place to Dineout with friends. #feltlikeGOA. Awesome ambience with sweet live music and delicious food. #hangoutwithbesties. The location is a little bit on the outskirts but it was worth visiting this place. Staffs were very polite and friendly and provided a very good service to us. #Amustvisit,5,"4 Reviews , 1 Follower",05/04/2019 01:03,1,,1,1,0,1,0
The Fisherman's Wharf,Diandeh Nath,Great food and superb ambience.I must say i never tested so fresh prawns even in Goa.tom yum soup is a must try in soups.Then you have a fish to choose from which will be roasted freshly for you😊.It tinkled all our test buds.A must visit place for all food lovers not only limited to sea food.I am for sure visiting again,5,"16 Reviews , 40 Followers",05/02/2019 21:30,4,,1,0,0,1,0
The Fisherman's Wharf,Anuraag715,This is a nice place. Food and cocktails are great. On the expensive side but its worth it for the feel good factor. Great service by the team and management.,4,"2 Reviews , 6 Followers",05/02/2019 19:35,0,,1,1,0,0,1
The Fisherman's Wharf,Karthik Dheeraj,"We went with the team lunch it's lavish buffet at 999/- we like the sea food grilled and the staters and main course and desserts.. The staff is friendly and explained about the menu recipes thanks for the staff about suggesting the food. According to our taste. Wonderful service given by siraj, ashish, anoop and Srikanth. Thank you guys. We will vist again. We like the ambience and interior...",5,1 Review,05/02/2019 14:59,0,,1,1,0,1,1
The Fisherman's Wharf,Kiran Reddy,Lovely location and really a vast place. Great ambience. Friendly and courteous staff. Great sea food. Loved the crispy calamari. Decently priced.,4,"38 Reviews , 114 Followers",05/01/2019 18:57,0,,1,1,0,1,1
The Fisherman's Wharf,Madhav,"Too costly... Tastes just ok.. And the service people don't have any manners also... I have zomato gold and I went there... As we are going to get free starter... They started treating cheaply...
Warning : Never go with zomato gold they will throw cheap looks... And treat you cheaply...",1,"3 Reviews , 2 Followers",4/30/2019 15:58,0,,1,1,0,0,1
The Fisherman's Wharf,Nilkanth C Patil,"Wonderful ambiance one of the must go places in Hyderabad...., good food.... however reduced one star coz they have stopped their brewery and serving draught beer...",4,"2 Reviews , 31 Followers",4/29/2019 13:53,0,,1,0,0,1,0
The Fisherman's Wharf,Buddiga Sindhuri,"Ya i Started with a starter what to say i ordered stuffed crab and its not spicy as i thought its not at all spicy adding pepper and salt gave more taste and its around 300 i guess and fish starter is also good and its spicy, yum and many pieces were given too.This hotel is famous for sea food.Thought its famous for sea food when i asked for lobster they could not able to provide and my suggestion is they can add more varities of sea food which are available in India too.I felt like limited edition of varities are a available here.then my tummy is full with 2starters and then came devils chocolate cake oh gosh its like a heaven for me and its around 280.This hotel gave a Goa touch they have buffet and everything and live music too.cocktails and mocktails are available too.The waiters were also dressed in the theme of beach and good place to take pictures also.

Ambience 5/5
Food 5/5
Service 5/5

Cost is resonable.",5,"60 Reviews , 2007 Followers",4/28/2019 17:52,4,,1,1,0,1,1
The Fisherman's Wharf,Priyambada Choudhury,One of my favorites in terms of seafood variety and ambience. They have snagged the Goa charm pretty perfectly. We loved the prawn butter n garlic the best. Love to try their bebinka. Definitely recommend a revisit.,5,"344 Reviews , 977 Followers",4/27/2019 17:45,4,,1,0,0,1,0
The Fisherman's Wharf,Monika Pandey,"this place is really good n relaxing because of the ambiance.. loved the place, food was good.. it’s worth giving a try. live music is an add on to this",4,"6 Reviews , 47 Followers",4/27/2019 9:36,2,,1,0,0,1,0
The Fisherman's Wharf,Hyderabadisbest,Went there as a group of 10 for lunch buffet. The place is easy to find and at the entry you have an option to choose either AC or outside. because of the heat we went inside. The starters and soup were served on the table. There were numerous starters and it was very good. the starters actually make you full. The waiters were very friendly and helpful. they had asked multiple times for the starters to be repeated. the main course was good and there was a huge spread there. the best part was the desserts which were awesome. Next time would like to go on a evening for the outdoor seating and ambience.,4,"97 Reviews , 153 Followers",4/27/2019 9:12,0,,1,1,0,1,0
The Fisherman's Wharf,Dan,"Great place to have seafood in Hyderabad, Goan style. Beautiful ambience. Lovely live music. Must visit place for food lovers. Overall great experience. Will visit again. Service was quick and friendly.",5,"6 Reviews , 1 Follower",4/27/2019 2:28,0,,1,1,0,1,0
The Fisherman's Wharf,Shivani Balmuri,Very bad,1,"2 Reviews , 20 Followers",4/25/2019 22:41,0,,0,0,0,0,0
The Fisherman's Wharf,Sourav Tripathy,"The Ambience of this place is amazing. As the place is usually away from the city there's a sense of calm. Wanted to try seafood in hyderabad and i guess this was the best place available.
The only complaint is they have buffet lune up till Friday so the options for weekends are usually limited.",5,"35 Reviews , 82 Followers",4/25/2019 10:28,2,,0,0,0,1,0
The Fisherman's Wharf,Sohail,"Been to this place couple of times but finally found time to share my review.
Great ambience with tasty food, more of the chicken was delicious and juicy.
One should also try the fries of this place.
Would recommend people to visit this place.
Best time to click photos at this place would be sunset time and want to hear good live music then the weekend is the best.",4,"9 Reviews , 144 Followers",4/24/2019 10:51,1,,1,0,0,1,0
The Fisherman's Wharf,Chef Tiwari,"Beutifull indoor and outdoor sitting. Delicious food.we ordered man how chicken soup . ok
Loose prwans was good. crispy chilly pork so yummy .service is good",5,"4 Reviews , 32 Followers",4/23/2019 4:52,0,,1,1,0,1,0
The Fisherman's Wharf,Abhishek Shanker,Bad for a Sunday lunch..the place might be good for evening ambiance but afternoon inside the closed..most ordinary rooms with no music.. just chatter of other guests is a mood spoiler. Extremely slow service. Food is tasty and that's the only reason one could visit the place.,2,3 Reviews,4/22/2019 22:01,0,,1,1,0,1,0
The Fisherman's Wharf,Rajat Bhatnagar,All kind of food is good here wrt al a carte. Go for famous dishes here e.g. crispy chicken. Not a disappointment for experimenting either. Dish of the day was not up to the mark sometimes. Pricey for regular visits.,5,"3 Reviews , 4 Followers",4/22/2019 19:07,0,,1,0,0,0,1
The Fisherman's Wharf,Niharika Rayat,"Absolutely loved this place. Highly recommended.

Food: Delicious. Exotic. Hygienic. We tried lobster, prawns and red wine. We wanted to try crabs and other kind of wine but that was not available. Maybe they should keep the menu items in stock. You may not get all the items listed. 10/10

Ambiance: Beautiful. Live music. Great lightening. For parties and a nice dinner. 8/10

Service: Satisfied. They prepare food just like you would like it, asking for instructions. Waiters were polite and nice. They served us cake as we went for birthday celebration. It was just a pastry but still nice gesture. 8/10",5,"14 Reviews , 2 Followers",4/22/2019 16:03,6,,1,1,1,1,0
The Fisherman's Wharf,Yuvan Kumar,The ambience tells everything. The place reminds of Goa. The must place for dinner. The food is tasty and they should try the Goan delicacies.,5,"12 Reviews , 4 Followers",4/21/2019 19:29,0,,1,0,0,1,0
The Fisherman's Wharf,Md Mudasser,"Waste of money...
The worst place nd the waiter's was not cooperative..we have to call nd ask them to bring the starter...zero star..one of the worst experience ever had..👎",1,2 Reviews,4/21/2019 16:49,0,,,,,,
The Fisherman's Wharf,Rajen_6packfoodie,"#6packfoodie goes The Fisherman's Wharf!

Food:5/5 (why 3/5 in the main review then??)
Ambience: 5/5
Courtesy and staff: 1/5
Zomato gold experience: 1/5

When we reserve table, we expect to get the seat preference. I booked the table for 2 with seat preference as Outdoor seating. The issue was the lady who was attending us directly said that you've booked indoor seating, when i did show the details about my booking then she said ""Outdoor seating cannot be reserved"". If this is the case can you guys please update the same in your page. Disappointed.

Finally after the discussion, we decided to sit on the upper floor with a good view, since Outdoor seating cannot be reserved even with the prior booking. Moving on lets go to food.

Ambience: The entire olace has goan vibe to it. The area is huge and there is a lot space between tables. The sections are divided into shack like structures named after the beaches in Goa.

Drinks: LIIT, one of the best LIITs I had in Hyderabad. The lime mint juice was also tasty.

Food: Ordered beef chilly fry. The tenderness of the meat was perfect. Spice level, presentation was worth the price. They have ""as per size"" menu for their specialities such as lobsters, prawns, Pomfret. We had chose the butter garlic tiger prawns. Again, the presentation and the taste was class apart. The spice balance was fantastic.

Now comes the worst zomato gold experience.

Before ordering as you woukd expect, i unlocked my zomato gold, which means the lowest priced dish is complimentary (beef chilly fry in my case, since it was lower priced among the two).

The guy who served us didn't come with the bill. Another guy came up, saying we cannot give you the lower priced dish as complementary, because ""as per size"" menu is not included in the zomato gold. Which means you have to pay for everything!!!

This was never mentioned anywhere, neither it was informed to us by the guy who served us amd later camouflaged somewhere.

We had to pay for the entire bill, irrespective of the zomato gold because of unawareness of the staff.

Later ordered one more dish as a take away, which was made complementary.

If potion size and value for money is what you're looking for then this olace is not for you. If you're a sea food lover and want goan ambience in Hyderabad, then thumbs up.

Peace✌🏻",3,"55 Reviews , 682 Followers",4/21/2019 10:40,3,,1,1,0,1,0
The Fisherman's Wharf,Gaurav Gupta,"Went here while I was on my trip to Hyderabad, the place is really huge.
Best things about this place: food, variety of drinks, dessert and fish.
Price Wise it's expensive, food quantity is great.
We're a bit late, but still they arranged proper food for us.",5,"49 Reviews , 73 Followers",4/20/2019 23:20,0,,1,1,0,0,1
The Fisherman's Wharf,Rajesh Raj,What a amazing place where I feel wow. Special pizza really yummy and wich is call classic mojito excellent.and music and service everything an overall excellent special thanks to Mr Rahul he is very politely I enjo my lunch .............👌👌👌👌👌👌👌👌👌👌👍👍👍,5,"10 Reviews , 1287 Followers",4/20/2019 23:02,0,,1,1,0,0,0
The Fisherman's Wharf,Wagsman09,"I was waiting since long to visit this place. One fine breezy evening I’ve been here for dinner. Great spacious and open space to sit and chill for long. I can say great ambience to sit and relax near to outer ring road. Space is great, customer service was too good, food is delicious. Must try sea food space for fish ...
Food :4.5
Service : amazing
Hygiene : 4
VFM : 4
Worth visiting once more: Yes",4,"23 Reviews , 5 Followers",4/20/2019 19:42,2,,1,1,1,1,0
The Fisherman's Wharf,Venkateshwar Jayakanth,Be wary when you visit in summer. Very hot and not ventilated properly. Average food. Alcohol content in drinks are below average. Ambiance is good,2,"9 Reviews , 206 Followers",4/20/2019 14:19,1,,1,0,0,1,0
The Fisherman's Wharf,Yamini Natarajan,"Away from the city, set up at a perfect location, beautifully lit, essence of Goa lingers all over.
Sea food lovers this is the place for you amidst all the hills in Hyderabad.
Tawa fry Fish is a must try.
Service is fantastic.
Music is mostly great.
Ambience is hands down a winner and good food along with a perfect mix of cocktails.
Goan style dishes would take your taste buds literally to Goa.
Special occasions like Diwali and Holi are also welcomed here like home.
Family or friends fits in good for both.
Finding a place in the weekend could be time taking so recommend to pre book a table.",5,"6 Reviews , 4 Followers",4/18/2019 19:25,0,,1,1,0,1,0
The Fisherman's Wharf,Palak Jain,"If you love goa... This place is nostalgic... It has sectons divided with the names of places in goa like panjim, colva, baga etc

You don't need to give a second thought to the ambience at all... Its perfect for a date or a group...

Good place to have corporate party...

Friendly staff...

Food is awesome veg as well as nonveg...

Must try... Chilli paneer , nachos, fried rice , chilli chicken, prawn

All the alcohol they mention in the menu is available so not to worry for that... even the beers...

Cocktails to try... Mojito, cosmo, mai tai, sangria ... These are what i tried and they are best....",5,"10 Reviews , 4 Followers",4/17/2019 0:26,7,,1,1,0,1,0
The Fisherman's Wharf,Ravi Kumar,"Had been here a couple of times. Nice ambience, lots of place to sit. Courteous Staff Members Wil want you to visit this place again. The food is also nice. I think we indian restaurants should start asking spice requirements so that we don't end up getting spicy food.",4,"7 Reviews , 12 Followers",4/14/2019 22:43,0,,1,1,0,1,0
The Fisherman's Wharf,Abhijit Aachi,"I love sea food a lot and there are wide number of animals to eat 😂😂 great ambiance, friendly staff. A non - vegetarian will enjoy this place for sure. Liquor prices are not goan prices 😂",5,9 Reviews,4/14/2019 1:38,0,,1,1,0,1,1
The Fisherman's Wharf,Sruti Misra (Foodicted),"Fisherman's Wharf is basically Goan themed restaurant with a huge seating area. They have outdoor seating facility as well as indoor seating arrangement. They also have buffet area, pub area, rooftop area etc. The ambience is beautiful. Now coming to the food, we ordered

▪️Steamed Rice
▪️ Jeera Rice
▪️ Zaffrani Paneer Tikka (Recommended)
▪️Dal Fry
▪️ Chicken Butter Masala (Recommended)
▪️Mixed Veg
▪️ Virgin Mojito (Recommended)
▪️ Ice Gola
They have a wide range of menu from Continental cuisine to Indian cuisine. Quality of food is amazing. The staffs here are cordial. Service is fast. The price is slightly on the higher side.

Ambience: 5/5
Service: 5/5
Food: 5/5
Price: 4/5
I would recommend everyone to visit this place with your loved ones and spend some quality time here. I am pretty sure that you will not be disappointed.",5,"161 Reviews , 955 Followers",4/14/2019 0:36,0,,1,1,0,1,1
The Fisherman's Wharf,Syed Fayazuddin,Been to this place today for team lunch and this is my third visit. My experience from this Restaurant is that never opt for Buffet. Go for a la carte you will not regret.,5,"3 Reviews , 3 Followers",04/12/2019 21:32,0,,1,1,0,0,1
The Fisherman's Wharf,Srinivas Varma,"Food :4
Service:4
Ambience:5

This is on the list for a long time and checked it off. Well it’s an Goan themed restaurant and they nailed the whole decor. Coming to food we went at 5:30 pm so not much of a choice in menu. So ordered fish fingers and chicken starter, both turned out good. Will definitely try again.",4,"62 Reviews , 118 Followers",04/12/2019 17:09,0,,1,1,0,1,0
The Fisherman's Wharf,Faisal Mohammed,"The place is open seating, gives a good airy feeling. Music is good and it had occupancy on a week day.

We ordered catch of the day lobster & Pomfret, Fish was very ordinary, the lobster was done well. Main course was super, prawns fried were spicy and full of flavours. The star of the night was chicken caphreal looked like Palak Paneer at the first but had a distinct Goan flavour, spice on the higher side.

Nice place, I would suggest stick to the menu and avoid catch of the day!",5,"35 Reviews , 161 Followers",04/11/2019 02:28,0,,1,0,0,1,0
The Fisherman's Wharf,Lopamudra Tripathy,"This has become my go to place now. We went on a Sunday evening, and really had a very good time with some delicious food and the band performing was also very nice. We ordered stuffed crab and I would say it is a must try dish. It was just mouth melting. In main course we had Goan prawn curry and rice and it was good. They also have fresh catch counter where you select and customize your sea food",4,3 Reviews,04/10/2019 21:53,3,,1,0,0,1,0
The Fisherman's Wharf,Shovit Chowdhury,"It has got just awesome ambience. Must visit place for sea food lovers. The live music adds to elegance to your moments. The food quality is amazing , the staffs are polite and kind.",5,1 Review,04/10/2019 21:05,0,,1,1,0,1,0
The Fisherman's Wharf,Moonis Ahmed,"Went here for lunch with friends given this was near our place. Had heard rave reviews so decided to give it a try. 

During lunchtime, the place had few patrons but the service was good. We took an outside seating. 

Ordered a nachos platter, chicken drums of heaven, tawa murg khatta pyaz and kadhai chicken. Accompanied with butter naan.

The nachos were crisp and came with delicious toppings of salsa and cream cheese. The chicken dishes were delicious and each had its own distinct taste. The chicken pieces themselves were quite chunky and juicy. We really liked chicken drums of heaven with its crunchy outer covering from the batter and juicy inside. 

Overall, the dishes were a must try. With a large menu and varieties, I know I'll be coming back here again for sure to try their signature fish, prawns, and lobster fare.

Ambiance - 5/5
Service - 4/5
Food - 5/5
Value for Money - 4/5",4,"160 Reviews , 754 Followers",04/07/2019 23:18,4,,1,1,0,1,1
The Fisherman's Wharf,Anubhav Mishra,"Dun bombard the menu with so many things, great hospitality and tasty food is what makes a place happening. Not coming to this place ever again",1,"1 Review , 47 Followers",04/07/2019 14:34,0,,1,1,0,0,0
The Fisherman's Wharf,Nawaz Mohammed,"This is my third visit to the restaurant and surely im going again. It's a huge restaurant with very spacious seating...they have outdoor seating, indoor seating, bar area,buffet area, roof top area its pretty huge place..and every bit of the restaurant is amazing.. Ambiance is spot on...waiters dress code is good too. Service is amazing. They have perfect knowledge of what they are serving..and always ready to help dinners. Hospitality is awesome. But Only one washroom is a meh🙄
Coming to the food..i tried many dishes like thai green curry,butter garlic fried rice, stuffed crab, fish and chips, alfredo pasta, cheez garlic bread.
I order thai curry every time I go..it comes with rice.. its creamy and fresh but the only reason i gave 4 star is they lack consistency...it tasted different all three times i tried.. It was good but different. Consistency matters!
Stuffed crab is amazing...overall must visit resturant. Its a expansive one but worth the visit..! I sujest night times around 7 is a good time to go.",4,"29 Reviews , 67 Followers",04/06/2019 10:18,3,,1,1,0,1,0
The Fisherman's Wharf,StomachFull/Fool,This place has good ambiance but i had a weird experience with food. The menu drums of heaven mentioned chicken wings but we were served drumsticks instead. Upon enquiring the respective guy tried to convince us the drum sticks are drums of heaven. When we had to show him menu and explained the difference for crying out loud he said there is a mistake in menu and went. Next u guys be the judge.,3,"5 Reviews , 51 Followers",04/05/2019 19:49,2,,1,1,0,1,0
The Fisherman's Wharf,Gowtham Mahesh Balina,"We have visited the place for Thursday Dinner buffet and kindly do not try it. They have very limited options of starters and the choice of spread was really poor. Even the selection of alcohol was very basic.
Service could be much better in the buffet section as the drinks order need to be provided. Overall it's a total disappointment.
Food - 2/5
Service - 3/5
Ambience - 4/5

Kindly do not try the evening buffet as it's very bad.",2,"11 Reviews , 140 Followers",04/04/2019 23:40,0,,1,1,0,1,0
The Fisherman's Wharf,Shashidhar Naidu,"I've been there with my girlfriend on a weekend, the ambiance was soulful. A bit expensive but the food was too good. The staff could be more professional and my girl enjoyed a lot i should say. Hitting the Gachibowli road for long ride? Do stop-by there....",5,"8 Reviews , 6 Followers",04/04/2019 17:04,1,,1,1,0,1,1
The Fisherman's Wharf,Asha Akunuri,"Been to this place on Wednesday evening for family dinner . On a weekday also the place was crowded.
The place is very spacious and there is not much to talk about ambience . It’s pretty simple . Service is at its best .
Ordered : Veg machow soup , fisherman wharf special soup , butter garlic prawns , masala fried prawns , fried fish , badami broccoli, Goan prawn curry , chicken wings, egg fried rice , curd rice. All tasted decently good except egg fried rice.
Must try : Badami broccoli , butter garlic prawns , chef special soup . These tasted extremely delicious and special mention about curd rice 👌",4,"47 Reviews , 60 Followers",04/04/2019 11:40,3,,1,1,0,1,0
The Fisherman's Wharf,Tathagat Verma,"The ambiance and setup, basically the theme is just superb.
Very cordial staff and efficient too.

The highlight is of course, the food. Try the fried squid and butter garlic prawns. A bit expensive, but worth it.

Music is a little over the top, and unpleasant at times.",4,"196 Reviews , 615 Followers",04/03/2019 02:59,0,,1,1,0,1,1
The Fisherman's Wharf,Gopinath Gunturu,"Food wasn't up to the expectation. Friendly staff, the ambience was really good. Live music was very soothing. Would definitely visit again. Overall, thumbs up for replicating goa experience.",4,1 Review,04/01/2019 11:48,0,,0,1,0,1,0
